sitename,aqi,aqi_2,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,co_8hr,pm2.5_avg,pm10_avg,Precipitation(mm),next_aqi,month,day
小港,35.208,35.0,1.282,0.228,11.55,12.667,25.105,10.2,12.365,17.353,4.971,2.4,264.048,0.258,10.833,26.125,0.0,32.0,4,24
小港,29.917,32.0,2.236,0.27,13.922,13.958,24.583,9.542,12.995,18.733,5.724,2.029,260.042,0.229,9.208,23.375,0.0,56.0,4,25
小港,53.417,56.0,4.536,0.31,18.023,16.333,39.381,18.409,15.573,22.623,7.041,2.109,175.932,0.321,16.875,35.25,0.0,76.0,4,26
小港,77.75,76.0,2.354,0.43,33.404,29.625,53.87,27.708,16.958,20.792,3.808,1.733,200.25,0.396,26.25,50.0,0.5,56.0,4,27
小港,62.958,56.0,4.138,0.34,32.633,36.375,41.5,18.25,14.225,16.95,2.704,1.762,221.842,0.4,20.583,46.708,0.0,31.0,4,28
小港,36.0,31.0,3.305,0.21,15.223,15.833,33.045,8.0,12.727,19.686,6.995,1.896,143.07,0.233,9.542,34.625,0.0,30.0,4,29
小港,28.0,30.0,1.839,0.179,21.957,21.708,26.217,9.565,8.961,13.439,4.396,2.035,224.739,0.179,8.417,25.125,0.2,41.0,4,30
小港,33.042,41.0,2.275,0.357,20.962,18.583,24.292,8.0,17.292,22.133,4.704,1.358,83.212,0.325,10.167,23.542,59.0,56.0,5,1
小港,51.417,56.0,2.975,0.483,31.842,31.958,35.042,17.208,20.225,23.083,2.892,1.796,251.042,0.479,16.25,34.542,2.0,61.0,5,2
小港,61.458,61.0,4.083,0.548,34.545,35.542,35.0,19.125,20.588,23.3,2.625,1.571,208.108,0.558,19.792,34.917,0.0,47.0,5,3
小港,46.792,47.0,2.837,0.487,38.038,37.667,26.333,12.917,19.671,22.992,3.262,1.388,226.954,0.483,13.833,27.25,1.5,74.0,5,4
小港,63.167,74.0,3.087,0.516,41.292,39.917,45.375,21.042,18.012,20.208,2.325,1.433,149.058,0.521,19.542,43.25,1.5,57.0,5,5
小港,67.643,57.0,2.188,0.523,24.162,27.083,28.353,21.0,23.943,28.913,4.813,1.204,259.233,0.521,19.708,34.857,60.0,78.0,5,6
小港,68.375,78.0,2.277,0.664,16.995,18.917,44.5,26.409,28.818,35.227,6.418,0.913,220.03,0.638,22.875,37.583,1.0,76.0,5,7
小港,75.292,76.0,2.842,0.593,31.875,28.125,43.833,25.292,24.833,29.583,4.75,1.3,199.738,0.604,25.5,43.958,0.0,80.0,5,8
小港,82.708,80.0,3.582,0.497,32.127,30.5,47.81,27.19,21.045,24.227,3.368,1.461,212.217,0.508,28.333,49.292,0.0,72.0,5,9
小港,75.875,72.0,2.921,0.545,30.392,31.958,40.833,34.0,24.021,28.708,4.829,1.542,238.842,0.533,25.75,42.167,2.0,77.0,5,10
小港,78.708,77.0,3.713,0.475,37.917,36.5,52.625,26.125,23.75,26.667,3.046,1.717,215.975,0.521,26.083,51.542,0.0,68.0,5,11
小港,66.375,68.0,3.308,0.399,41.042,40.917,45.792,22.125,14.121,15.942,1.883,1.788,177.35,0.388,21.5,45.375,0.0,62.0,5,12
小港,65.25,62.0,2.64,0.39,28.81,32.917,42.591,20.636,18.333,21.944,3.789,1.836,187.827,0.4,21.458,43.917,0.0,37.0,5,13
小港,39.875,37.0,2.833,0.282,21.908,22.25,27.208,11.708,15.658,20.375,4.642,2.083,232.083,0.292,12.208,29.167,0.0,29.0,5,14
小港,32.25,29.0,2.913,0.226,10.362,12.208,20.833,6.0,19.375,29.0,9.621,1.404,227.733,0.238,9.875,21.583,0.3,29.0,5,15
小港,25.625,29.0,1.558,0.202,13.608,12.708,21.167,0.0,10.338,15.042,4.75,2.492,265.792,0.196,7.875,19.083,0.0,26.0,5,16
小港,27.292,26.0,1.261,0.203,10.533,11.292,25.696,8.0,8.896,13.443,4.57,2.217,205.583,0.2,8.5,26.0,0.0,21.0,5,17
小港,21.458,21.0,2.3,0.13,12.188,12.0,23.042,5.0,8.375,12.63,4.265,2.246,256.583,0.117,4.917,23.0,0.0,25.0,5,18
小港,23.292,25.0,1.733,0.14,17.308,17.042,24.208,7.417,10.029,13.419,3.376,2.117,233.229,0.129,7.0,24.167,0.0,32.0,5,19
小港,27.182,32.0,1.743,0.272,15.926,14.917,26.0,9.0,17.032,22.263,5.132,2.222,144.522,0.221,5.5,26.045,63.5,42.0,5,20
小港,37.875,42.0,2.808,0.341,29.958,27.083,36.833,12.583,23.383,34.325,10.921,1.533,154.942,0.367,11.417,33.125,0.5,118.0,5,21
小港,70.292,118.0,4.867,0.335,60.042,59.917,47.792,15.208,17.988,19.908,1.908,1.625,195.908,0.292,13.917,46.625,0.5,108.0,5,22
小港,83.917,108.0,4.742,0.512,49.083,48.458,56.25,17.0,21.662,23.583,1.925,1.546,156.333,0.55,26.542,57.25,0.5,60.0,5,23
小港,67.917,60.0,3.371,0.451,39.958,41.583,45.375,20.0,16.317,18.542,2.4,1.737,159.708,0.438,21.792,49.208,0.0,84.0,5,24
小港,46.333,84.0,3.4,0.388,43.917,43.5,32.5,11.333,13.762,16.075,2.342,1.762,167.458,0.383,10.5,30.0,0.0,47.0,5,25
小港,47.958,47.0,5.592,0.34,30.25,33.333,43.375,14.875,14.15,18.038,3.788,1.946,169.625,0.362,14.833,42.333,0.0,36.0,5,26
小港,30.083,36.0,10.579,0.334,16.754,18.125,26.042,4.0,21.25,37.0,15.729,1.812,172.217,0.354,7.708,29.167,3.0,35.0,5,27
小港,29.958,35.0,3.674,0.329,11.213,11.5,32.591,0.0,17.15,26.418,9.223,1.583,133.796,0.275,7.833,30.208,0.0,43.0,5,28
小港,39.667,43.0,2.046,0.293,27.396,23.0,30.667,11.958,12.921,16.458,3.538,1.679,163.958,0.317,12.083,31.292,1.0,67.0,5,29
小港,52.958,67.0,3.454,0.31,37.042,38.0,39.958,16.083,18.125,20.583,2.512,1.854,231.25,0.317,16.083,40.542,0.0,46.0,5,30
小港,49.333,46.0,4.088,0.338,28.825,31.167,34.083,14.167,16.704,19.492,2.896,1.646,141.0,0.333,14.875,35.625,0.0,28.0,5,31
小港,23.375,28.0,3.621,0.222,21.458,20.5,14.667,7.0,11.192,13.483,2.388,1.704,175.25,0.258,5.458,16.042,21.5,23.0,6,1
小港,18.417,23.0,1.979,0.188,16.008,17.25,12.917,0.0,7.092,9.85,2.788,1.896,191.721,0.171,4.083,11.542,2.0,19.0,6,2
小港,18.333,19.0,2.867,0.185,9.433,10.083,20.208,2.0,11.904,18.979,7.179,2.129,199.458,0.171,5.208,18.583,0.0,32.0,6,3
小港,33.625,32.0,4.004,0.364,6.763,6.875,25.75,7.0,17.375,25.958,8.596,1.338,74.654,0.329,10.375,25.208,26.0,29.0,6,4
小港,23.292,29.0,4.475,0.222,10.45,10.5,21.478,3.0,13.096,21.033,8.042,1.588,181.417,0.267,6.458,21.667,0.0,43.0,6,5
小港,28.542,43.0,10.229,0.2,6.625,6.875,25.958,4.0,9.562,20.042,10.479,2.529,172.75,0.208,7.125,24.417,0.0,20.0,6,6
小港,22.292,20.0,6.957,0.109,10.735,9.542,21.957,7.0,6.509,12.813,6.343,2.183,211.348,0.113,4.917,24.0,0.0,20.0,6,7
小港,19.0,20.0,2.922,0.15,15.526,15.208,16.174,0.0,7.891,11.822,3.965,2.326,228.474,0.142,5.75,15.833,0.0,41.0,6,8
小港,23.333,41.0,3.571,0.157,17.654,18.167,16.042,6.375,8.3,10.654,2.388,1.733,224.696,0.162,6.583,15.583,2.0,23.0,6,9
小港,20.042,23.0,2.413,0.22,14.208,14.75,15.792,0.0,12.617,16.917,4.238,1.688,143.167,0.183,5.375,16.25,45.5,25.0,6,10
小港,16.208,25.0,3.75,0.368,9.933,10.625,15.542,9.0,15.0,22.079,7.113,1.729,101.763,0.321,4.208,14.083,66.5,34.0,6,11
小港,20.333,34.0,3.854,0.33,13.157,12.667,19.708,5.0,18.162,24.446,6.208,1.267,140.888,0.358,5.167,17.583,56.0,36.0,6,12
小港,28.125,36.0,5.986,0.37,11.1,11.458,25.304,8.304,15.609,23.217,7.626,1.371,110.292,0.358,8.458,26.375,5.0,32.0,6,13
小港,24.625,32.0,3.748,0.343,20.875,17.375,22.083,0.0,17.2,22.429,5.225,1.5,160.279,0.325,6.458,20.125,45.0,64.0,6,14
小港,45.583,64.0,2.648,0.35,40.735,37.542,33.174,11.87,13.548,15.661,2.143,1.583,194.857,0.396,12.292,33.583,0.0,51.0,6,15
小港,48.875,51.0,5.387,0.311,45.833,49.542,26.958,5.0,12.537,14.446,1.954,1.496,190.833,0.313,10.958,28.375,0.0,25.0,6,16
小港,22.333,25.0,5.292,0.212,20.529,23.042,19.158,0.0,10.871,13.45,2.658,2.017,129.408,0.242,5.458,20.895,0.0,39.0,6,17
小港,20.833,39.0,6.867,0.166,13.538,14.125,,3.0,12.933,18.538,5.612,1.708,218.5,0.167,5.458,,0.0,25.0,6,18
小港,21.417,25.0,3.661,0.156,16.591,15.292,1.0,4.0,11.296,16.052,4.674,2.365,227.478,0.146,6.167,,0.0,22.0,6,19
小港,17.875,22.0,1.883,0.125,17.758,18.125,1.667,0.0,6.654,9.546,2.896,2.583,245.542,0.121,4.417,,0.0,20.0,6,20
小港,18.357,20.0,2.465,0.142,14.817,14.75,14.545,6.0,9.165,13.248,4.078,2.622,239.87,0.129,4.583,16.8,0.0,19.0,6,21
小港,16.75,19.0,2.35,0.143,14.5,14.833,16.667,3.0,8.004,10.812,2.846,2.087,207.171,0.133,4.292,16.833,0.0,18.0,6,22
小港,15.792,18.0,3.479,0.208,12.129,12.625,14.042,2.0,9.958,14.171,4.212,1.654,94.379,0.171,3.792,14.292,28.0,25.0,6,23
小港,21.875,25.0,3.233,0.326,8.183,7.958,22.583,4.0,14.692,25.504,10.942,1.354,88.308,0.292,5.75,21.042,0.5,31.0,6,24
小港,23.917,31.0,4.026,0.3,12.109,10.667,21.304,13.0,17.217,23.652,6.461,1.578,126.326,0.333,6.875,21.625,18.0,32.0,6,25
小港,23.958,32.0,3.588,0.315,15.275,15.833,17.875,7.0,18.092,23.562,5.429,1.421,92.25,0.308,7.0,18.083,17.5,25.0,6,26
小港,25.583,25.0,3.027,0.367,14.459,14.917,19.286,4.0,18.25,24.368,6.155,1.104,146.743,0.388,7.875,19.333,17.0,19.0,6,27
小港,18.625,19.0,3.608,0.226,16.758,16.667,16.625,4.0,10.567,14.254,3.771,1.679,153.333,0.233,5.375,16.375,2.5,25.0,6,28
小港,23.0,25.0,4.679,0.227,17.404,16.542,15.75,6.0,10.588,14.517,4.1,1.458,173.167,0.229,5.667,14.833,1.0,24.0,6,29
小港,21.7,24.0,5.917,0.205,23.261,23.542,14.15,0.0,7.565,9.891,2.335,2.878,182.13,0.208,2.792,14.15,3.5,31.0,6,30
小港,23.708,31.0,3.138,0.24,20.771,21.625,26.375,6.792,13.3,17.092,3.783,2.467,178.083,0.221,6.167,24.625,23.0,36.0,7,1
小港,23.917,36.0,10.45,0.592,13.525,13.458,22.19,7.0,16.838,23.954,7.167,2.571,163.083,0.529,5.833,21.375,50.5,41.0,7,2
小港,29.792,41.0,9.279,0.539,13.883,14.125,29.5,5.0,14.05,21.096,6.925,2.429,148.375,0.592,6.542,31.708,85.5,25.0,7,3
小港,20.375,25.0,4.083,0.28,10.367,11.667,24.833,0.0,14.229,26.142,11.842,1.45,168.667,0.263,5.583,21.625,5.0,27.0,7,4
小港,28.208,27.0,3.47,0.49,7.087,7.208,25.043,15.0,17.545,27.818,10.314,1.117,112.748,0.425,8.583,25.792,24.5,24.0,7,5
小港,24.833,24.0,2.729,0.202,11.146,11.083,25.417,5.0,10.22,16.5,6.315,1.508,146.746,0.283,7.292,25.0,14.0,24.0,7,6
小港,25.917,24.0,4.412,0.265,11.533,11.583,21.833,7.0,10.525,16.604,6.204,1.454,118.042,0.246,7.958,23.458,9.5,23.0,7,7
小港,21.542,23.0,3.221,0.359,9.325,9.167,20.042,7.0,15.705,25.427,9.791,1.425,94.371,0.358,6.417,18.333,47.5,24.0,7,8
小港,23.583,24.0,4.021,0.459,7.038,7.542,18.435,5.0,15.743,25.957,10.113,1.554,96.204,0.425,7.208,19.5,38.0,34.0,7,9
小港,35.458,34.0,1.996,0.173,16.012,14.375,34.75,10.0,10.404,15.542,5.188,1.958,200.25,0.238,10.958,34.125,7.5,25.0,7,10
小港,18.958,25.0,4.552,0.363,11.091,12.375,11.941,3.0,14.864,22.864,7.945,1.454,92.958,0.317,4.708,14.471,40.0,26.0,7,11
小港,25.25,26.0,2.883,0.222,12.765,12.375,,5.0,9.978,16.809,6.739,1.675,166.167,0.279,7.875,,0.0,26.0,7,12
小港,26.292,26.0,2.625,0.146,13.917,13.5,,8.167,9.233,14.308,5.017,1.508,212.483,0.133,8.167,,0.5,27.0,7,13
小港,27.333,27.0,2.1,0.158,16.454,15.417,,8.25,4.992,7.529,2.538,2.154,191.792,0.15,8.5,,0.0,29.0,7,14
小港,27.083,29.0,3.037,0.176,16.392,17.25,36.182,6.0,10.3,13.5,3.154,1.946,217.833,0.167,8.333,36.5,0.5,50.0,7,15
小港,45.917,50.0,3.246,0.291,21.954,20.75,41.542,14.875,13.1,15.417,2.283,2.033,185.658,0.258,14.083,40.292,0.0,70.0,7,16
小港,71.5,70.0,2.8,0.272,31.258,30.458,52.917,23.542,14.742,16.792,2.025,1.633,182.483,0.312,23.958,53.292,0.0,41.0,7,17
小港,40.167,41.0,7.046,0.288,18.417,19.375,37.625,12.0,13.212,17.438,4.312,1.717,134.833,0.267,10.625,39.25,0.0,39.0,7,18
小港,20.9,39.0,3.396,0.26,16.75,16.625,17.706,0.0,13.362,17.096,3.775,2.196,158.542,0.263,5.167,19.15,80.0,32.0,7,19
小港,23.765,32.0,2.312,0.36,17.825,19.167,15.136,0.0,17.929,22.242,4.283,1.442,106.746,0.342,5.375,14.235,36.0,25.0,7,20
小港,19.042,25.0,2.633,0.268,15.075,15.542,14.292,12.0,12.321,15.617,3.362,1.35,87.042,0.288,5.333,13.917,30.5,24.0,7,21
小港,30.5,24.0,5.738,0.293,13.121,11.583,23.542,18.0,11.042,16.471,5.4,2.054,145.458,0.325,8.583,24.083,0.0,18.0,7,22
小港,15.5,18.0,3.15,0.145,11.346,12.167,15.375,5.0,10.092,15.433,5.233,1.612,183.85,0.163,2.917,15.667,0.0,19.0,7,23
小港,14.708,19.0,3.282,0.146,15.343,14.458,13.652,3.0,7.895,10.459,2.573,1.654,191.5,0.133,3.5,12.625,0.0,23.0,7,24
小港,24.667,23.0,2.858,0.2,13.913,14.417,18.5,5.0,10.738,15.271,4.487,1.662,184.046,0.179,7.167,17.833,0.0,21.0,7,25
小港,18.792,21.0,3.996,0.205,14.43,14.708,18.304,5.0,10.839,14.457,3.487,2.022,188.957,0.175,5.333,17.333,0.0,28.0,7,26
小港,22.5,28.0,4.279,0.288,14.108,13.625,20.042,7.0,15.358,19.742,4.404,1.125,127.583,0.275,6.75,20.5,0.0,28.0,7,27
小港,25.667,28.0,3.333,0.265,18.238,18.667,20.542,7.0,12.167,14.421,2.238,1.621,128.296,0.271,7.167,20.708,5.0,34.0,7,28
小港,25.0,34.0,4.371,0.285,21.538,19.708,22.565,5.0,12.967,16.508,3.575,1.517,118.733,0.3,6.875,21.375,2.5,39.0,7,29
小港,36.25,39.0,3.8,0.289,25.185,25.792,26.636,11.545,12.711,15.163,2.342,1.587,168.061,0.29,11.0,26.708,0.0,57.0,7,30
小港,34.208,57.0,3.517,0.269,20.97,23.625,24.833,12.0,12.075,15.95,3.78,0.933,151.083,0.267,10.125,25.125,0.0,42.0,7,31
小港,40.375,42.0,5.708,0.326,21.017,20.083,29.25,12.75,17.025,20.988,4.0,0.708,147.75,0.325,12.042,29.208,1.5,36.0,8,1
小港,26.455,36.0,2.45,0.333,14.146,15.875,21.714,7.0,18.169,24.562,6.331,1.292,169.233,0.292,7.25,22.955,65.0,39.0,8,2
小港,25.833,39.0,3.012,0.279,22.012,20.292,22.708,7.0,11.083,14.908,3.796,1.65,167.042,0.329,6.875,20.5,0.0,39.0,8,3
小港,36.75,39.0,3.704,0.223,25.525,23.833,31.542,11.125,10.243,12.126,1.878,1.55,195.15,0.229,10.833,30.708,4.5,36.0,8,4
小港,37.917,36.0,3.921,0.297,22.075,24.583,26.5,11.292,14.017,17.679,3.708,1.387,180.167,0.254,11.75,28.167,5.0,21.0,8,5
小港,20.958,21.0,2.667,0.24,14.217,14.333,19.417,9.0,13.075,18.042,4.925,1.762,151.333,0.283,6.0,20.458,1.5,35.0,8,6
小港,28.917,35.0,3.983,0.276,18.842,17.333,26.917,10.333,14.958,18.767,3.858,1.304,163.75,0.25,9.0,24.417,3.5,47.0,8,7
小港,49.417,47.0,3.579,0.335,23.929,24.792,41.917,15.0,13.965,17.522,3.53,1.804,169.704,0.358,14.417,39.375,0.0,61.0,8,8
小港,39.5,61.0,2.409,0.195,33.03,26.0,36.87,13.304,10.371,12.914,2.605,4.229,299.625,0.208,10.75,36.25,0.5,40.0,8,9
小港,49.083,40.0,1.854,0.162,27.042,31.333,41.167,12.875,9.7,12.238,2.542,3.717,242.5,0.204,15.5,43.875,0.0,31.0,8,10
小港,33.333,31.0,1.546,0.141,21.346,23.167,33.625,9.417,7.853,9.432,1.553,2.825,249.25,0.133,9.708,34.042,0.0,28.0,8,11
小港,25.083,28.0,3.229,0.283,18.538,18.75,24.833,7.0,13.087,16.687,3.643,1.629,156.433,0.238,6.667,25.875,36.0,40.0,8,12
小港,25.375,40.0,2.95,0.372,21.575,21.5,17.87,5.0,19.852,24.417,4.613,1.462,120.408,0.325,5.75,17.042,87.0,26.0,8,13
小港,27.958,26.0,2.629,0.31,16.758,16.583,19.583,24.0,19.006,26.412,7.6,1.321,161.5,0.383,8.625,20.958,55.5,28.0,8,14
小港,29.583,28.0,3.174,0.149,15.496,15.625,29.545,4.0,13.186,18.595,5.438,2.704,242.167,0.167,8.625,29.292,6.9,51.0,8,15
小港,31.5,51.0,4.261,0.253,13.865,14.583,26.667,9.417,22.365,30.826,8.278,1.942,205.25,0.2,8.542,27.125,23.8,31.0,8,16
小港,28.917,31.0,3.15,0.343,20.6,19.25,15.333,12.0,16.477,18.977,2.609,1.342,54.375,0.371,8.292,16.125,96.5,25.0,8,17
小港,17.125,25.0,1.825,0.301,12.008,13.833,9.167,2.0,12.627,16.709,4.109,0.771,89.071,0.288,4.375,8.208,104.0,25.0,8,18
小港,16.333,25.0,5.913,0.372,9.548,8.542,13.304,3.0,12.717,21.03,8.174,1.113,141.083,0.388,4.208,11.25,25.0,29.0,8,19
小港,20.375,29.0,6.533,0.474,9.083,9.625,16.5,7.0,17.391,24.913,7.635,1.175,158.292,0.454,5.792,17.0,14.0,52.0,8,20
小港,31.625,52.0,13.121,0.531,18.379,15.792,22.208,16.0,19.011,26.474,7.432,1.625,160.625,0.583,8.208,21.792,27.5,42.0,8,21
小港,29.625,42.0,4.842,0.265,30.958,29.5,21.583,3.0,15.017,19.679,4.654,1.842,196.258,0.263,6.417,20.75,0.0,53.0,8,22
小港,45.957,53.0,3.104,0.298,34.652,35.522,30.957,15.565,14.109,15.757,1.783,1.8,205.63,0.27,14.087,29.13,0.0,63.0,8,23
小港,67.417,63.0,8.608,0.699,20.562,24.125,43.5,21.375,12.695,18.14,5.43,2.471,187.092,0.537,22.375,42.292,90.5,44.0,8,24
小港,39.458,44.0,15.321,1.033,14.783,15.458,39.583,12.0,14.292,23.35,9.246,3.175,153.375,1.033,11.875,38.542,35.0,40.0,8,25
小港,29.583,40.0,10.408,0.409,12.067,12.125,25.792,11.0,13.442,22.792,9.454,2.254,192.542,0.6,8.167,30.333,0.0,42.0,8,26
小港,35.292,42.0,3.0,0.283,23.267,21.458,30.792,11.708,13.596,17.171,3.708,1.771,159.083,0.263,10.833,28.875,0.0,59.0,8,27
小港,58.375,59.0,3.592,0.318,28.379,27.0,40.333,19.042,17.8,22.5,4.65,1.733,198.729,0.325,18.792,40.208,0.0,37.0,8,28
小港,42.542,37.0,4.792,0.243,11.142,13.667,27.522,11.783,17.567,24.917,7.575,1.15,152.083,0.263,13.292,30.25,38.0,26.0,8,29
小港,20.583,26.0,3.75,0.385,6.35,7.375,19.708,3.0,16.608,27.838,11.138,1.117,98.654,0.321,5.458,19.042,5.0,46.0,8,30
小港,30.375,46.0,3.775,0.25,27.533,22.75,25.875,6.0,12.663,19.529,6.958,1.408,178.183,0.338,8.292,24.125,0.0,43.0,8,31
小港,46.792,43.0,3.096,0.277,25.358,28.958,30.583,16.0,12.421,15.521,3.054,1.421,211.417,0.25,14.417,32.083,1.0,36.0,9,1
小港,29.833,36.0,2.517,0.24,23.958,22.583,25.125,9.5,13.826,16.674,2.826,1.75,189.037,0.267,9.083,24.292,0.0,45.0,9,2
小港,43.0,45.0,3.283,0.32,19.546,20.958,28.75,14.042,16.021,19.171,3.1,1.425,140.417,0.288,13.375,28.5,4.0,26.0,9,3
小港,26.792,26.0,2.274,0.318,8.77,9.625,13.043,15.0,17.991,26.574,8.613,1.117,128.842,0.329,7.083,14.708,130.5,27.0,9,4
小港,26.292,27.0,2.471,0.319,16.054,14.0,26.208,5.0,15.021,26.192,11.008,1.533,213.458,0.354,5.458,25.125,0.0,27.0,9,5
小港,22.833,27.0,3.712,0.196,21.229,21.75,18.292,14.0,13.746,18.0,4.233,1.575,183.604,0.171,6.292,18.292,15.0,33.0,9,6
小港,23.875,33.0,4.288,0.214,22.729,21.542,19.417,15.0,12.6,16.396,3.675,1.5,195.542,0.233,6.083,19.458,55.5,33.0,9,7
小港,27.042,33.0,4.175,0.245,25.125,25.25,18.875,7.0,10.404,13.043,2.635,1.417,156.417,0.212,7.292,19.333,0.0,47.0,9,8
小港,29.25,47.0,2.971,0.253,32.212,30.042,20.5,8.0,11.208,14.408,3.033,1.417,181.304,0.25,6.75,20.042,0.0,45.0,9,9
小港,39.958,45.0,3.012,0.397,27.833,31.042,25.75,13.292,23.312,27.204,3.842,1.196,147.388,0.313,12.0,24.167,14.0,77.0,9,10
小港,56.875,77.0,2.975,0.346,39.292,36.5,30.875,16.25,15.567,18.408,2.9,1.475,160.571,0.438,17.083,31.958,0.0,62.0,9,11
小港,59.083,62.0,4.775,0.35,36.542,35.375,35.391,19.783,15.292,17.792,2.429,1.604,197.333,0.346,19.0,34.042,0.0,47.0,9,12
小港,48.75,47.0,3.421,0.254,29.042,31.542,30.458,14.625,10.679,12.742,1.992,1.629,217.583,0.246,15.083,30.458,0.0,74.0,9,13
小港,46.042,74.0,3.858,0.207,40.0,38.542,30.833,13.958,10.983,12.079,1.125,1.583,211.875,0.221,13.792,31.042,3.0,38.0,9,14
小港,39.208,38.0,4.079,0.265,30.321,32.792,25.917,11.25,11.361,13.383,1.917,1.737,180.75,0.238,12.167,26.625,24.0,38.0,9,15
小港,29.542,38.0,3.929,0.246,26.542,25.75,23.875,7.0,18.928,22.167,3.128,1.138,228.458,0.25,8.625,22.833,0.0,44.0,9,16
小港,35.333,44.0,4.304,0.294,32.617,29.333,28.5,10.083,13.846,18.092,4.283,1.396,176.458,0.312,10.625,28.708,0.0,50.0,9,17
小港,50.167,50.0,2.287,0.333,34.059,36.083,38.391,15.391,15.639,17.696,2.039,1.658,186.167,0.35,15.542,38.0,0.0,71.0,9,18
小港,60.583,71.0,4.104,0.4,34.725,35.75,66.708,20.25,19.25,23.387,4.2,1.45,168.488,0.379,18.875,59.0,0.0,101.0,9,19
小港,67.917,101.0,3.474,0.358,41.13,39.583,58.565,18.0,15.845,19.405,3.632,2.557,256.478,0.358,19.167,64.083,0.0,129.0,9,20
小港,82.0,129.0,2.304,0.28,64.667,63.792,37.958,12.958,8.29,10.45,2.185,3.896,262.379,0.275,13.083,41.208,0.0,140.0,9,21
小港,73.208,140.0,3.079,0.322,58.333,56.167,31.917,14.958,11.092,13.142,2.075,2.254,267.604,0.308,13.708,30.042,0.0,129.0,9,22
小港,94.5,129.0,4.821,0.484,53.125,53.833,51.043,27.682,19.665,22.65,2.9,1.188,173.033,0.479,27.25,48.375,0.0,164.0,9,23
小港,113.458,164.0,4.375,0.473,58.054,56.208,58.375,31.542,15.707,18.38,2.687,1.475,185.958,0.496,31.833,61.125,0.0,122.0,9,24
小港,86.917,122.0,2.479,0.344,52.375,56.0,40.917,23.875,20.478,23.087,2.7,1.783,177.125,0.358,24.792,42.417,0.0,112.0,9,25
小港,76.5,112.0,2.858,0.335,48.708,49.542,40.5,24.333,16.533,20.667,4.221,1.804,197.125,0.312,23.75,39.667,0.0,88.0,9,26
小港,83.958,88.0,2.342,0.387,42.542,44.042,49.208,29.792,23.054,26.458,3.454,1.488,159.092,0.388,28.75,47.708,0.0,154.0,9,27
小港,108.708,154.0,4.05,0.379,56.083,54.0,53.0,35.583,14.571,17.125,2.45,1.608,168.708,0.392,35.208,52.958,0.0,86.0,9,28
小港,89.125,86.0,4.367,0.367,43.5,45.875,44.208,30.0,12.279,15.579,3.238,1.554,171.742,0.346,31.042,45.042,0.0,73.0,9,29
小港,77.25,73.0,3.767,0.304,28.5,29.833,48.208,24.875,15.824,19.562,3.895,1.683,252.083,0.329,26.167,47.208,0.0,54.0,9,30
小港,36.083,54.0,2.346,0.184,33.917,27.917,23.333,11.5,7.912,11.537,3.675,3.721,299.333,0.188,11.042,25.708,0.0,140.0,10,1
小港,89.75,140.0,2.804,0.363,55.414,55.25,44.739,31.13,11.291,14.17,2.935,1.562,187.846,0.346,28.917,42.417,0.0,94.0,10,2
小港,104.167,94.0,2.158,0.436,43.792,50.875,47.833,33.708,15.888,19.129,3.246,1.688,149.25,0.433,36.792,51.208,0.0,68.0,10,3
小港,68.375,68.0,2.017,0.364,33.108,32.917,33.5,22.5,14.425,17.725,3.288,2.029,150.625,0.379,22.5,34.0,0.0,85.0,10,4
小港,81.208,85.0,2.112,0.338,37.792,38.083,38.25,28.875,16.321,19.85,3.575,1.329,147.658,0.375,27.625,36.958,0.0,98.0,10,5
小港,97.417,98.0,3.433,0.33,44.583,41.833,43.875,34.333,10.946,13.392,2.446,1.529,191.042,0.338,34.292,43.208,1.0,80.0,10,6
小港,79.417,80.0,2.004,0.346,34.462,36.417,42.375,27.083,14.739,18.539,3.726,1.838,177.754,0.338,27.125,41.667,0.0,77.0,10,7
小港,78.292,77.0,3.575,0.296,38.617,36.167,41.917,26.042,14.221,18.125,3.846,1.754,236.833,0.321,26.625,42.708,0.0,73.0,10,8
小港,74.708,73.0,2.483,0.344,36.121,36.625,40.261,24.696,12.191,15.886,3.759,1.392,187.858,0.338,25.167,40.833,0.0,101.0,10,9
小港,75.583,101.0,2.671,0.343,48.417,46.417,39.792,24.292,11.933,15.579,3.721,1.371,200.333,0.333,23.958,39.417,0.0,156.0,10,10
小港,94.417,156.0,2.954,0.36,67.708,66.333,43.5,27.417,11.379,13.608,2.233,1.912,260.375,0.354,26.375,42.75,0.0,65.0,10,11
小港,67.792,65.0,2.846,0.292,44.333,47.5,31.25,20.75,10.808,14.004,3.104,1.592,216.417,0.304,22.125,32.917,33.0,93.0,10,12
小港,73.583,93.0,2.479,0.323,48.542,45.708,34.292,24.125,9.791,12.677,2.905,1.283,188.917,0.313,23.792,33.042,18.5,67.0,10,13
小港,70.833,67.0,2.596,0.281,46.783,49.375,48.174,22.435,13.132,16.259,3.1,1.921,243.417,0.288,23.25,48.375,0.0,97.0,10,14
小港,67.333,97.0,3.354,0.28,41.979,40.75,52.042,21.583,16.779,20.604,3.779,1.4,208.208,0.288,20.5,47.125,0.0,93.0,10,15
小港,80.792,93.0,3.846,0.338,41.771,39.958,58.333,24.708,18.762,23.396,4.617,1.621,217.362,0.35,25.417,61.625,0.0,122.0,10,16
